feature_group,importance
log_volume,0.4203881384519255
time_to_expiry_days,0.23144303912798458
recent_volatility_7d,0.17005571118794058
prob_level,0.14736998700976445
bid_ask_spread,0.017325096388244966
category,0.013418027834139949
